artist_name,﻿genre,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Prince Royce,Pop,El Clavo - Remix,6bI00brFpeprqCDqKouEJS,77,0.0576,0.789,171338,0.797,0,B,0.104,-2.726,Minor,0.114,162.079,4/4,0.73
The Goo Goo Dolls,Pop,Iris,6vrUTGn5p8IrfTZ0J6sIVM,78,0.00133,0.291,289907,0.79,5.61e-06,B,0.0811,-5.683,Minor,0.0363,155.667,3/4,0.513
Papa Roach,Pop,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,78,0.000481,0.589,199907,0.89,0.00082,E,0.201,-3.719,Minor,0.0603,90.598,4/4,0.692
Daddy Yankee,Pop,Dura,6KuqAtoeVzxAYOaMveLNpH,81,0.183,0.791,200480,0.848,0,C#,0.409,-3.456,Major,0.0506,95,4/4,0.828
TWICE,Pop,YES or YES,1S6zXoXhfalX2ETKo337Md,76,0.0514,0.702,237685,0.913,3.71e-06,B,0.166,-2.977,Major,0.0374,137.982,4/4,0.735
Martin Garrix,Pop,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,82,0.0895,0.584,220883,0.54,0,C#,0.261,-7.786,Minor,0.0576,137.972,4/4,0.195
The Notorious B.I.G.,Pop,Hypnotize - 2014 Remastered Version,7KwZNVEaqikRSBSpyhXK2j,77,0.145,0.901,229827,0.697,0,A,0.287,-3.439,Major,0.28,93.941,4/4,0.67
Green Day,Pop,Wake Me up When September Ends,3ZffCQKLFLUvYM59XKLbVm,77,0.023,0.546,285653,0.814,0,G,0.0972,-5.146,Major,0.0314,104.98,4/4,0.146
Little Mix,Pop,Secret Love Song,4JIo8RztBbELr2gWJ5OGK6,77,0.259,0.534,249813,0.642,0,A,0.29,-3.971,Major,0.0504,92.963,4/4,0.131
Kygo,Pop,Stargazing,0Zbbxnx4SGGHoIow4PpISP,79,0.152,0.677,236853,0.497,0,F,0.0911,-5.763,Major,0.0809,99.137,4/4,0.419
Tropkillaz,Pop,Bola Rebola,1OUPXna2MCgAt3VNmXJBtg,85,0.22,0.834,193440,0.777,0.00609,F,0.335,-4.538,Minor,0.0593,129.984,4/4,0.865
Kris Kross Amsterdam,Pop,Whenever (feat. Conor Maynard),3DGar7krWlmrXRFHBcQF6z,82,0.151,0.734,163636,0.765,0,G,0.231,-5.562,Major,0.0621,109.989,4/4,0.518
OutKast,Pop,Hey Ya! - Radio Mix / Club Mix,2PpruBYCo4H7WOBJ7Q2EwM,78,0.103,0.728,235213,0.974,0.000532,E,0.175,-2.261,Minor,0.0665,79.526,4/4,0.965
Calvin Harris,Pop,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,78,0.0389,0.738,212640,0.868,0.00171,B,0.388,-4.373,Minor,0.0731,122.003,4/4,0.336
Coldplay,Pop,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,78,0.255,0.49,258827,0.743,7.21e-06,C,0.3,-5.155,Minor,0.0409,89.974,4/4,0.363
Céline Dion,Pop,"My Heart Will Go On - Love Theme from ""Titanic""",3oEHQmhvFLiE7ZYES0ulzv,76,0.732,0.428,280000,0.276,5.33e-06,E,0.117,-11.729,Major,0.0312,99.195,1/4,0.0382
Nightcall,Pop,Let You Go,6JflMse23AqmddXJnGiEVJ,77,0.163,0.755,181102,0.769,0.00402,A#,0.36,-5.569,Major,0.0399,114.011,4/4,0.416
IZ*ONE,Pop,La Vie en Rose,1fRaznZsAB2i63TtmYv2Hc,76,0.0899,0.698,218994,0.908,0,A,0.115,-1.211,Minor,0.0548,115.975,4/4,0.606
Daddy Yankee,Pop,Gasolina,6jEZLz3YpnEBRpVkv35AmP,78,0.332,0.857,192600,0.801,1.2e-06,C,0.0789,-6.499,Major,0.0618,96.009,4/4,0.753
JP Cooper,Pop,September Song,0zbzrhfVS9S2TszW3wLQZ7,78,0.054,0.614,220291,0.615,0,C,0.0921,-6.7,Minor,0.0444,95.941,4/4,0.374
Carlos Vives,Pop,Robarte un Beso,0JcNysfWVWaMS7R6vzGB2k,79,0.0826,0.742,194742,0.858,0,A#,0.364,-4.946,Major,0.0483,95.049,4/4,0.64
Martin Garrix,Pop,There for You,6jA8HL9i4QGzsj6fjoxp8Y,78,0.124,0.611,221904,0.644,0,F#,0.124,-7.607,Minor,0.0553,105.969,4/4,0.13
Clean Bandit,Pop,Mama (feat. Ellie Goulding),3WDIhWoRWVcaHdRwMEHkkS,78,0.225,0.737,189973,0.714,3.79e-06,C#,0.267,-6.138,Minor,0.0367,102.046,4/4,0.608
Kygo,Pop,Firestone (feat. Conrad Sewell),1I8tHoNBFTuoJAlh4hfVVE,78,0.408,0.486,273684,0.652,6.63e-05,B,0.077,-7.226,Minor,0.052,113.055,4/4,0.391
Lifehouse,Pop,You And Me,0815caqt2Lytro5EIzMufT,77,0.103,0.456,195493,0.432,0,G,0.176,-7.682,Major,0.0266,139.909,3/4,0.391
Danny Ocean,Pop,Epa Wei,2QmsKag0YaqhAbpR9Nwmpn,80,0.233,0.688,208254,0.82,0,F#,0.091,-4.715,Minor,0.155,107.833,4/4,0.804
Calvin Harris,Pop,My Way,1vvNmPOiUuyCbgWmtc6yfm,79,0.0935,0.819,219160,0.913,3.72e-05,E,0.161,-3.059,Minor,0.0427,119.989,4/4,0.536
Coolio,Pop,Gangsta's Paradise,7lQWRAjyhTpCWFC0jmclT4,80,0.0655,0.647,240693,0.514,0,G#,0.398,-10.05,Major,0.0593,79.974,4/4,0.387
Daddy Yankee,Pop,Dura - Remix,6U2NuJILEOEpW2tVCuqKHb,78,0.188,0.772,242160,0.803,0,C#,0.434,-3.035,Major,0.0468,94.981,4/4,0.853
Jason Derulo,Pop,Tip Toe (feat. French Montana),2z4pcBLQXF2BXKFvd0BuB6,76,0.0233,0.845,187521,0.709,0,A#,0.094,-4.547,Minor,0.0714,98.062,4/4,0.62
Kendrick Lamar,Pop,King Kunta,0N3W5peJUQtI4eyR6GJT5O,76,0.00589,0.884,234693,0.657,0,F#,0.154,-4.569,Minor,0.0977,107.059,4/4,0.489
Eurythmics,Pop,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,82,0.227,0.692,216933,0.711,0,C,0.12,-7.498,Minor,0.0317,125.135,4/4,0.875
Kygo,Pop,Stole the Show,5masKPHeAOVNgxdLebIcK7,76,0.155,0.679,222801,0.662,0,G#,0.152,-6.069,Minor,0.174,99.879,4/4,0.438
Ben E. King,Pop,Stand by Me,3SdTKo2uVsxFblQjpScoHy,79,0.57,0.65,180056,0.306,7.07e-06,A,0.0707,-9.443,Major,0.0393,118.068,4/4,0.605
Jax Jones,Pop,Play,29R1IMTTbDDA3VNlk6UEW5,82,0.0266,0.771,186240,0.768,1.26e-05,B,0.426,-7.773,Minor,0.0451,125.023,4/4,0.607
GASHI,Pop,Creep On Me,1MUL6DO2gVimj2YrVedubd,77,0.347,0.449,194777,0.597,1.03e-05,A,0.197,-4.401,Minor,0.14,134.598,5/4,0.505
CNCO,Pop,Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,77,0.4,0.761,222560,0.838,0,E,0.176,-3.073,Minor,0.0502,93.974,4/4,0.71
Jubël,Pop,Dancing in the Moonlight,5ow0sNF1zSqp71Ix5jEXWU,77,0.27,0.659,164010,0.617,0,B,0.187,-5.862,Minor,0.0649,119.858,4/4,0.187
Kenny Man,Pop,Ni Gucci Ni Prada,32lexhcz93AinKK0qLTZaZ,85,0.41,0.799,175200,0.676,0.000777,D,0.325,-5.644,Major,0.169,104.956,4/4,0.91
MAGIC!,Pop,Rude,6RtPijgfPKROxEzTHNRiDp,77,0.0423,0.774,224840,0.756,0,C#,0.305,-4.995,Major,0.0389,144.032,4/4,0.931
Juanes,Pop,La Plata (feat. Lalo Ebratt),7Eso5mURNFprb5PmhOXDlf,78,0.201,0.762,195493,0.74,0,C#,0.275,-4.72,Minor,0.226,167.881,4/4,0.961
Wham!,Pop,Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,80,0.272,0.62,231333,0.574,0,C,0.0607,-11.893,Major,0.0421,81.548,4/4,0.9
2Pac,Pop,All Eyez On Me,2xTft6GEZeTyWNpdX94rkf,77,0.03,0.873,307773,0.719,0,C#,0.333,-5.948,Major,0.248,93.281,4/4,0.858
Reik,Pop,Ráptame,0I6syWcqSUsZ3sXJEOIGsj,78,0.0138,0.662,199088,0.743,4.65e-06,C,0.0613,-6.427,Major,0.159,183.965,4/4,0.388
James Arthur,Pop,Impossible,5yVIlYEHZxQVLyInCdldoS,76,0.141,0.376,209440,0.696,0,C,0.11,-4.785,Minor,0.0949,169.515,4/4,0.303
Swedish House Mafia,Pop,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,78,0.112,0.612,212862,0.84,0,B,0.116,-3.145,Minor,0.0509,129.042,4/4,0.438
Coldplay,Pop,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,76,0.00205,0.638,263787,0.924,0.000173,G,0.149,-3.887,Major,0.0359,111.995,4/4,0.529
Pearl Jam,Pop,Alive,1L94M3KIu7QluZe63g64rv,77,0.00752,0.284,340907,0.875,0.000461,B,0.402,-6.069,Minor,0.0422,75.009,4/4,0.595
Corinne Bailey Rae,Pop,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,77,0.167,0.739,215360,0.511,1.34e-06,A,0.133,-7.844,Major,0.0362,96.038,4/4,0.542
Robin Schulz,Pop,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,78,0.0185,0.636,219043,0.815,0,F,0.163,-5.098,Minor,0.0581,123.063,4/4,0.636
50 Cent,Pop,Candy Shop,5D2mYZuzcgjpchVY1pmTPh,78,0.0253,0.614,209107,0.574,3.2e-05,B,0.38,-7.961,Major,0.466,125.173,5/4,0.755
Nicky Jam,Pop,El Perdón,7qCAVkHWZkF44OzOUKf8Cr,77,0.446,0.628,205907,0.69,0,G#,0.112,-5.828,Major,0.0511,179.911,4/4,0.662
Enrique Iglesias,Pop,SUBEME LA RADIO,7nKBxz47S9SD79N086fuhn,77,0.0744,0.684,208163,0.823,0,A,0.111,-3.297,Minor,0.0773,91.048,4/4,0.647
Piso 21,Pop,Déjala que vuelva (feat. Manuel Turizo),33bnxcjePIkcmNjEFTJX0l,79,0.0482,0.681,220117,0.788,0,C#,0.0753,-4.323,Major,0.0785,170.019,4/4,0.839
Manuel Turizo,Pop,Una Lady Como Tú,7MHN1aCFtLXjownGhvEQlF,79,0.549,0.788,213027,0.477,0,E,0.349,-7.348,Major,0.0434,94.983,4/4,0.86
Backstreet Boys,Pop,Shape of My Heart,35o9a4iAfLl5jRmqMX9c1D,76,0.252,0.575,230093,0.786,0,A,0.159,-4.353,Major,0.0296,96.102,4/4,0.518
Lewis Capaldi,Pop,Grace,4eQBL0cuF3ismYCzBff2Ii,78,0.49,0.733,184880,0.533,0,E,0.171,-6.971,Major,0.0357,104.506,4/4,0.483
Katy Perry,Pop,Swish Swish,3OtMnyUaiipcAT23A8liyi,76,0.0184,0.839,242520,0.705,1.77e-05,F,0.102,-5.194,Minor,0.0445,119.954,4/4,0.575
Bonnie Tyler,Pop,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,76,0.195,0.435,269787,0.658,0,G#,0.102,-8.179,Major,0.0661,130.276,4/4,0.184
Paloma Mami,Pop,No Te Enamores,0EJu1RBtxzldMG2peczuPv,84,0.587,0.806,183398,0.735,0.00889,G,0.0812,-4.459,Minor,0.0425,100.101,4/4,0.353
Clean Bandit,Pop,Baby (feat. MARINA & Luis Fonsi),1fLhGF1JfGQYj6EZLndD86,80,0.356,0.755,205440,0.74,1.05e-05,C,0.0994,-5.354,Minor,0.04,116.946,4/4,0.33
Zion & Lennox,Pop,Otra Vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,76,0.0559,0.832,209453,0.772,0.000486,A#,0.44,-5.429,Major,0.1,96.016,4/4,0.704
MGMT,Pop,Kids,1jJci4qxiYcOHhQR247rEU,77,0.00076,0.451,302840,0.931,0.0049,A,0.361,-3.871,Major,0.0719,122.961,4/4,0.172
Mike Perry,Pop,The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,76,0.0225,0.632,183414,0.575,1.81e-06,F,0.104,-6.478,Major,0.029,90.037,4/4,0.188
George Michael,Pop,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,76,0.128,0.574,300107,0.629,0,D,0.271,-8.815,Minor,0.0363,153.119,4/4,0.786
Sam Smith,Pop,"Baby, You Make Me Crazy",7HwcH5CiJzuUzspuOqOJQa,64,0.00556,0.517,207966,0.648,6e-05,F,0.167,-7.692,Minor,0.0894,169.745,4/4,0.541
Rita Ora,Pop,Anywhere,7EI6Iki24tBHAMxtb4xQN2,80,0.0364,0.628,215064,0.797,0,B,0.104,-3.953,Minor,0.0596,106.93,4/4,0.321
Anitta,Pop,Downtown,3Ga6eKrUFf12ouh9Yw3v2D,79,0.18,0.775,193456,0.679,7.26e-05,E,0.068,-4.985,Minor,0.135,166.008,4/4,0.619
David Guetta,Pop,Your Love,0tgbSxoFjZ20MjfoKwWevV,77,0.0997,0.571,185620,0.937,0.496,D,0.125,-2.682,Minor,0.0336,125.027,4/4,0.512
Piso 21,Pop,Te Amo,2RVrdr062uLFxXwIxwdXPH,80,0.0204,0.849,201122,0.724,5.98e-06,F,0.235,-4.139,Major,0.0665,98.005,4/4,0.63
The Offspring,Pop,The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,78,0.00705,0.529,180160,0.943,3.16e-05,C#,0.0696,-4.192,Major,0.034,99.604,4/4,0.788
Manuel Turizo,Pop,Culpables,3RD0PGolM0mETGHaprwgMn,79,0.94,0.573,233930,0.31,5.65e-06,D#,0.198,-11.134,Major,0.296,177.601,4/4,0.764
Little Mix,Pop,Think About Us (feat. Ty Dolla $ign),18n2GdCpsHYzkbMKPavE7Y,78,0.0845,0.511,234434,0.795,0,G#,0.102,-3.714,Major,0.146,175.987,4/4,0.432
Sigala,Pop,Lullaby,5xzCzOAOfRi4DOttSzvznR,77,0.0784,0.725,204022,0.834,1.27e-05,F,0.0834,-3.913,Minor,0.037,120.026,4/4,0.859
George Ezra,Pop,Paradise,38zwkK6TtTjIW9tpYBfZ3D,80,0.209,0.642,222045,0.881,0,B,0.21,-3.537,Major,0.0393,138.03,4/4,0.913
The Verve,Pop,Bitter Sweet Symphony,57iDDD9N9tTWe75x6qhStw,80,0.0335,0.356,357267,0.917,0,A,0.406,-6.006,Major,0.0479,171.176,4/4,0.518
Noah Kahan,Pop,Hurt Somebody (With Julia Michaels),7vA2Y79Q4bBqdzBCfHeGEe,77,0.338,0.633,168640,0.559,0,F#,0.262,-5.135,Major,0.313,114.983,4/4,0.473
Luis Fonsi,Pop,Calypso,4178A5NkEjcsGc64jpBO6d,78,0.138,0.866,200347,0.859,0,C#,0.401,-3.087,Minor,0.0587,109.972,4/4,0.923
Catfish and the Bottlemen,Pop,Longshot,1Yi8XPnCPoimWwqxwm3uz9,77,0.00381,0.481,232960,0.765,0.000737,G,0.119,-4.025,Major,0.0388,102.829,4/4,0.465
Sean Paul,Pop,No Lie,48QmG1dfvMuYLxMPt7KSRA,78,0.0466,0.742,221176,0.882,0,G,0.206,-2.862,Major,0.117,102.04,4/4,0.463
Manuel Turizo,Pop,Esperándote,1nfyE13arjOuO54HH0zmqj,77,0.425,0.697,199813,0.648,0,G,0.191,-7.123,Major,0.128,186.125,4/4,0.313
Silvestre Dangond,Pop,Vivir Bailando,7gL0eIncXB5ELO8BFMR3Uv,76,0.104,0.846,214413,0.848,0,F,0.0837,-4.752,Major,0.121,91.971,4/4,0.553
KIAN,Pop,Waiting,0TBFJanfWaByPIi3f7RR82,77,0.372,0.787,215653,0.448,0,E,0.0779,-7.671,Minor,0.0508,138.03,4/4,0.471
Natti Natasha,Pop,Pa' Mala Yo,1HxD3dW5WpCqd3VMUM29y3,76,0.477,0.845,159893,0.769,1.87e-06,A,0.0887,-3.429,Minor,0.0783,101.99,4/4,0.459
Reykon,Pop,Domingo (feat. Cosculluela),6ayCEojiJIe5d8DwXVlGU4,79,0.124,0.816,222483,0.733,0,C,0.0812,-6.587,Major,0.0448,93.022,4/4,0.571
Fleet Foxes,Pop,"If You Need To, Keep Time On Me",7d0XkI4iJ32nxeFAHFXbLQ,69,0.647,0.521,210507,0.22,0.00814,A,0.179,-10.202,Major,0.0314,104.03,4/4,0.135
Zion & Lennox,Pop,Hola,2dYJKHEqAUTCk2U9zntaS1,77,0.069,0.81,220538,0.789,0.00103,C#,0.0638,-5.048,Major,0.04,94.025,4/4,0.856
Danny Ocean,Pop,Swing,5zUGr7GcNo7UNjvkNYkjiH,77,0.458,0.729,155058,0.616,0,G#,0.082,-6.422,Major,0.249,106.486,4/4,0.532
Danny Ocean,Pop,Dembow,2EzRdhuoPyNJDlep7lnNf2,79,0.0807,0.802,215083,0.744,0,F#,0.0917,-5.968,Major,0.078,99.983,4/4,0.45
Paul Simon,Pop,You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,76,0.182,0.776,280000,0.763,0.0065,F,0.077,-8.124,Major,0.0535,128.433,4/4,0.82
Jesse & Joy,Pop,Te Esperé,6SFtimpTgM5wdYqTalvtFy,78,0.148,0.592,215990,0.692,1.27e-06,C,0.235,-5.525,Major,0.0298,126.056,4/4,0.274
Alejandro Fernandez,Pop,Me Dediqué a Perderte,4NUt1fcnO9aQAELBgXq3Kr,77,0.491,0.642,231773,0.442,1.58e-06,G#,0.102,-9.115,Major,0.074,148.01,4/4,0.465
Jonas Blue,Pop,Perfect Strangers,3nhmni2lW0t0eVBXEQAAyF,76,0.39,0.73,196613,0.861,0,C#,0.213,-4.1,Major,0.0451,117.965,4/4,0.704
Jax Jones,Pop,Breathe,0KsB4TwgATg88aXCMBoO3Y,77,0.0259,0.741,207630,0.728,0.00025,B,0.14,-5.559,Minor,0.0408,125.984,4/4,0.703
Jax Jones,Pop,You Don't Know Me - Radio Edit,1rFMYAZxBoAKSzXI54brMu,76,0.163,0.877,213947,0.658,0,B,0.108,-6.055,Minor,0.132,123.999,4/4,0.693
Sebastian Yatra,Pop,Vuelve,6WSAPEkvEfcEUgSTAo1D3S,79,0.559,0.716,224013,0.474,0,B,0.135,-6.714,Major,0.052,77.811,4/4,0.302
Pedro Capó,Pop,Calma,6aLJnupvPpT9HLv3xaUhe1,77,0.199,0.737,180066,0.634,0,D,0.0803,-5.331,Major,0.0475,126.926,4/4,0.55
Martin Garrix,Pop,Burn Out (feat. Dewain Whitmore),7IWTIkiWGWNQyYfOLdMrGD,78,0.0156,0.594,200322,0.722,0,E,0.0667,-5.751,Minor,0.0398,127.877,4/4,0.407
CNCO,Pop,Hey DJ - Remix,3cR5ZtQ4JqGj4VHBb1gvFf,76,0.0918,0.564,189363,0.89,0,F,0.0819,-4.286,Major,0.107,180.112,4/4,0.636
Sebastian Yatra,Pop,Por Perro,1XM5PgxjpYcF0JuE9nfUbS,76,0.419,0.685,245360,0.762,0,C,0.0759,-5.147,Major,0.0565,172.017,4/4,0.905
Dua Lipa,Pop,"I'm Not the Only One (Sam Smith Cover) - Live from Spotify, London",7wIYDzWW82O6Rc4vGuzjND,71,0.861,0.455,195840,0.265,0,F,0.685,-8.468,Major,0.0491,176.036,4/4,0.324
Ruben,Pop,Lay By Me,4l6boTiX3Erh3HYpKOa0D6,77,0.873,0.461,170831,0.195,0,A#,0.11,-7.301,Major,0.0352,110.193,4/4,0.381
Rombai,Pop,Me Voy,22sESxzbY1O1E19xjOTaYf,80,0.214,0.531,177787,0.752,0,A,0.145,-3.33,Minor,0.2,192.443,4/4,0.884
Leslie Grace,Pop,Duro y Suave,31M5m42C3EGlbydf9XB5to,79,0.111,0.769,207720,0.721,5.9e-05,A#,0.0505,-4.483,Minor,0.153,94.978,4/4,0.618
Kenny Man,Pop,Ni Gucci Ni Prada - Remix,3EwnwCYCO2mnCoYj5NLhER,77,0.245,0.81,212693,0.756,0,D,0.358,-6.07,Major,0.0969,105.005,4/4,0.919
Sebastian Yatra,Pop,No Hay Nadie Más,3IPJg1sdqLj12kFIndaonN,78,0.861,0.695,199733,0.379,0,F#,0.106,-9.096,Major,0.0339,105.108,4/4,0.808
Luis Miguel,Pop,Ahora Te Puedes Marchar,1uKjQoh8JZj9ryuYRhpd7E,77,0.148,0.78,191973,0.877,2.36e-06,F#,0.0627,-3.683,Minor,0.0427,133.263,4/4,0.909
Westlife,Pop,Hello My Love,4EtIza2cKMmR2XP7idebXG,78,0.0971,0.679,214212,0.717,0,C,0.124,-4.548,Major,0.0384,121.96,4/4,0.255
Jax Jones,Pop,Ring Ring (feat. Mabel & Rich The Kid),3pSfoP1xZllxEuZ6Oh6ebn,76,0.172,0.779,217613,0.641,2.03e-06,C#,0.102,-4.912,Minor,0.141,107.032,4/4,0.638
Lorde,Pop,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",7rdUtXasA973gmrr2Xxh3E,60,0.229,0.781,214255,0.548,0,C,0.127,-4.997,Minor,0.0764,106.996,4/4,0.175
Anitta,Pop,Veneno,1KFN3kB4hc6r7ILpifFsqf,80,0.046,0.792,158005,0.768,3.39e-06,E,0.067,-5.074,Minor,0.107,89.917,4/4,0.295
Kansas,Pop,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,77,0.367,0.475,206267,0.322,0.00056,G,0.11,-10.687,Major,0.0283,93.503,4/4,0.387
Nicki Minaj,Rap,Bed (feat. Ariana Grande),3L4GsGLgxpHieVQH86H8bv,77,0.0348,0.757,189533,0.73,6.17e-05,G,0.136,-6.304,Major,0.187,90.013,4/4,0.451
The Weeknd,Rap,Often,4PhsKqMdgMEUSstTDAmMpg,76,0.218,0.569,249040,0.629,0,G,0.135,-9.837,Minor,0.0485,134.035,4/4,0.0726
$uicideBoy$,Rap,Paris,4irYeuAi87yyGHcI4h9s0x,76,0.0725,0.849,111020,0.648,0.00592,G,0.0984,-6.188,Major,0.0832,106.075,4/4,0.196
Eminem,Rap,Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,77,0.112,0.78,216029,0.808,0,D,0.329,-5.175,Major,0.484,79.982,4/4,0.642
Sean Paul,Rap,Temperature,0k2GOhqsrxDTAbFFSdNJjT,77,0.106,0.951,218573,0.6,0,C,0.0712,-4.675,Minor,0.0685,125.04,4/4,0.822
Fifth Harmony,Rap,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,80,0.103,0.803,214480,0.585,3.94e-06,G#,0.0644,-5.861,Major,0.0432,105.017,4/4,0.593
The Script,Rap,Breakeven,38xWaVFKaxZlMFvzNff2aW,76,0.173,0.63,261427,0.698,0,A#,0.0789,-4.51,Major,0.0244,94.023,4/4,0.529
Usher,Rap,My Boo,68vgtRHr7iZHpzGpon6Jlo,77,0.257,0.662,223440,0.507,0,F,0.0465,-8.238,Major,0.118,86.412,4/4,0.676
The Weeknd,Rap,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,81,0.426,0.773,269187,0.819,0,C,0.0679,-5.946,Minor,0.118,92.99,4/4,0.585
MKTO,Rap,Classic,6FE2iI43OZnszFLuLtvvmg,78,0.0384,0.72,175427,0.791,0,C#,0.157,-4.689,Major,0.124,102.071,4/4,0.756
Flo Rida,Rap,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,80,0.0928,0.918,231400,0.609,0,A#,0.139,-5.64,Minor,0.0791,128.008,4/4,0.304
Britney Spears,Rap,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,77,0.3,0.751,211160,0.834,1.77e-05,C#,0.355,-5.444,Minor,0.0437,95.053,4/4,0.894
Ciara,Rap,Level Up,5ubwXXOsH9bUhZsQ0Cybha,76,0.0142,0.746,204150,0.825,0.0107,C#,0.121,-4.666,Major,0.169,152.914,4/4,0.584
Kesha,Rap,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,77,0.0991,0.755,199693,0.837,0,D,0.289,-2.718,Minor,0.142,120.028,4/4,0.714
Pitbull,Rap,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,77,0.0921,0.72,229360,0.802,0,C#,0.694,-5.797,Major,0.0582,124.043,4/4,0.723
Sean Kingston,Rap,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,77,0.15,0.762,225373,0.661,0,C#,0.256,-6.075,Minor,0.0687,130.009,4/4,0.769
System Of A Down,Rap,Toxicity,0snQkGI5qnAmohLE7jTsTn,78,0.000264,0.413,218933,0.873,0.0025,G#,0.204,-4.151,Major,0.0535,116.681,3/4,0.481
OneRepublic,Rap,Connection,3T4UodGkfZObJ43RtA5KFU,78,0.000837,0.611,148460,0.602,0,F,0.112,-4.89,Major,0.0437,168.154,4/4,0.624
Britney Spears,Rap,Toxic,6I9VzXrHxO9rA9A5euc8Ak,79,0.0249,0.774,198800,0.838,0.025,F,0.242,-3.914,Minor,0.114,143.04,4/4,0.924
Flo Rida,Rap,My House,6Knv6wdA0luoMUuuoYi2i1,77,0.0215,0.688,192191,0.702,0,G,0.128,-4.792,Minor,0.0499,94.006,4/4,0.74
Jessie J,Rap,Bang Bang,0puf9yIluy9W0vpMEUoAnN,80,0.26,0.706,199387,0.786,0,C,0.38,-3.417,Minor,0.0909,150.035,4/4,0.749
American Authors,Rap,Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,77,0.0629,0.673,194240,0.902,0.000174,D,0.0552,-2.378,Major,0.0347,100.016,4/4,0.521
Blackstreet,Rap,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,79,0.303,0.868,304600,0.646,0,C#,0.284,-4.674,Minor,0.288,88.641,4/4,0.67
The Weeknd,Rap,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,78,0.391,0.66,252227,0.382,0,D,0.0972,-5.919,Minor,0.0304,119.875,3/4,0.436
Jason Derulo,Rap,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,81,0.075,0.696,216409,0.817,0,C#,0.187,-3.862,Major,0.109,98.064,4/4,0.782
Pitbull,Rap,Timber,3cHyrEgdyYRjgJKSOiOtcS,76,0.0295,0.581,204160,0.963,0,B,0.139,-4.087,Major,0.0981,129.992,4/4,0.788
Eminem,Rap,Stan,3UmaczJpikHgJFyBTAJVoz,76,0.0369,0.778,404107,0.769,4.03e-06,F#,0.548,-4.331,Minor,0.248,80.044,4/4,0.484
Linkin Park,Rap,What I've Done,18lR4BzEs7e3qzc0KVkTpU,77,0.0141,0.623,205613,0.93,1.64e-06,F,0.138,-5.285,Major,0.0324,120.119,4/4,0.287
Slipknot,Rap,Duality,61mWefnWQOLf90gepjOCb3,76,0.000237,0.354,252613,0.982,0.000294,E,0.204,-3.026,Minor,0.168,143.772,4/4,0.194
Trey Songz,Rap,Chi Chi (feat. Chris Brown),0UvBmQOhu4DVXJtdzGc5eV,76,0.548,0.744,139567,0.549,0,A,0.137,-6.041,Minor,0.0387,110.004,4/4,0.277
GASHI,Rap,Creep On Me,1MUL6DO2gVimj2YrVedubd,77,0.347,0.449,194777,0.597,1.03e-05,A,0.197,-4.401,Minor,0.14,134.598,5/4,0.505
Shoreline Mafia,Rap,"Moving Work (feat. Fenix Flexin, Rob Vicious & OhGeesy)",7iocPVdWe7uLfwOELdf0BR,67,0.0645,0.861,163707,0.64,0,G#,0.166,-6.895,Major,0.129,97.998,4/4,0.371
Britney Spears,Rap,...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,77,0.202,0.759,211067,0.699,0.000131,C,0.443,-5.745,Minor,0.0307,92.96,4/4,0.907
